Ticket_ID,Ticket_Date,Business_Unit,Location,Request_Type,Priority,Channel,Assigned_Team,Status,Resolution_Hours,SLA_Target_Hours,SLA_Breached,Rework_Count,Customer_Satisfaction,FTE_Cost_per_Hour,Estimated_Cost,Month,Month_No,Quarter,Weekday
OPS-100506,2025-06-27,Customer Support,Pune,Report Request,Medium,Email,HR Ops,Closed,5.4,24,No,0,5.0,450,2430.0,Jun,6,Q2,Friday
OPS-100442,2025-10-06,Sales,Gurugram,Access Request,High,Email,MIS,Closed,24.2,12,Yes,0,4.0,320,7744.0,Oct,10,Q4,Monday
OPS-103269,2025-07-11,Finance,Chennai,System Issue,Low,Email,MIS,Closed,6.0,48,No,1,4.6,320,1920.0,Jul,7,Q3,Friday
OPS-101600,2025-01-25,Operations,Gurugram,Compliance Request,Critical,Phone,,Closed,7.5,4,Yes,0,4.4,450,3375.0,Jan,1,Q1,Saturday
OPS-100840,2025-05-02,Procurement,Noida,System Issue,High,Portal,Vendor Management,Closed,1.9,12,No,1,4.4,280,532.0,May,5,Q2,Friday
OPS-103814,2025-08-18,IT,Gurugram,Invoice Query,Medium,Email,HR Ops,Closed,6.7,24,No,0,5.0,350,2345.0,Aug,8,Q3,Monday
OPS-102841,2025-08-08,HR,Noida,Data Correction,High,Email,IT Support,Pending,4.1,12,No,0,4.9,400,1640.0,Aug,8,Q3,Friday
OPS-102717,2025-08-18,Finance,Mumbai,Access Request,Low,Email,HR Ops,Closed,13.9,48,No,1,4.5,280,3892.0,Aug,8,Q3,Monday
OPS-102708,2025-07-05,HR,Bengaluru,Report Request,Medium,Portal,Finance Ops,Closed,11.4,24,No,1,4.3,450,5130.0,Jul,7,Q3,Saturday
OPS-101818,2025-04-02,Operations,Bengaluru,Invoice Query,Medium,Portal,Vendor Management,Closed,18.9,24,No,0,4.6,400,7560.0,Apr,4,Q2,Wednesday
OPS-100916,2025-05-25,HR,Bengaluru,Invoice Query,Medium,Email,HR Ops,Closed,6.3,24,No,0,5.0,400,2520.0,May,5,Q2,Sunday
OPS-100736,2025-10-10,Procurement,Hyderabad,Invoice Query,Medium,Portal,IT Support,Closed,10.8,24,No,1,4.0,320,3456.0,Oct,10,Q4,Friday
OPS-100108,2025-08-19,IT,Pune,Compliance Request,Medium,Email,Finance Ops,Closed,8.9,24,No,0,5.0,280,2492.0,Aug,8,Q3,Tuesday
OPS-100689,2025-05-02,Operations,Mumbai,Compliance Request,Medium,Teams,MIS,Closed,9.3,24,No,0,4.6,450,4185.0,May,5,Q2,Friday
OPS-101678,2025-08-11,Customer Support,Bengaluru,Vendor Query,Medium,Portal,Finance Ops,Closed,15.5,24,No,1,3.9,350,5425.0,Aug,8,Q3,Monday
OPS-103442,2025-06-11,Customer Support,Mumbai,Compliance Request,Low,Email,Finance Ops,Closed,7.2,48,No,0,5.0,280,2016.0,Jun,6,Q2,Wednesday
OPS-101163,2025-07-01,Sales,Noida,Data Correction,Medium,Phone,Vendor Management,Closed,34.1,24,Yes,0,4.4,400,13640.0,Jul,7,Q3,Tuesday
OPS-103386,2025-05-28,Operations,Noida,Invoice Query,Medium,Phone,HR Ops,Pending,9.8,24,No,0,4.2,320,3136.0,May,5,Q2,Wednesday
OPS-103327,2025-09-16,Sales,Gurugram,Employee Query,Medium,Portal,HR Ops,Escalated,19.2,24,No,1,4.4,280,5376.0,Sep,9,Q3,Tuesday
OPS-100762,2025-02-03,Operations,Hyderabad,Data Correction,Low,Portal,HR Ops,Closed,15.7,48,No,0,4.2,350,5495.0,Feb,2,Q1,Monday
OPS-102686,2025-08-19,Procurement,Gurugram,System Issue,Medium,Email,HR Ops,Closed,14.1,24,No,2,3.8,350,4935.0,Aug,8,Q3,Tuesday
OPS-100910,2025-09-30,Customer Support,Chennai,Compliance Request,High,Email,HR Ops,Closed,8.4,12,No,0,3.9,320,2688.0,Sep,9,Q3,Tuesday
OPS-104954,2025-03-14,HR,Bengaluru,Employee Query,High,Teams,HR Ops,Closed,18.1,12,Yes,0,4.5,280,5068.0,Mar,3,Q1,Friday
OPS-104160,2025-02-28,Sales,Pune,Access Request,Medium,Email,MIS,Closed,1.6,24,No,1,4.8,350,560.0,Feb,2,Q1,Friday
OPS-104141,2025-11-10,HR,Bengaluru,Access Request,Low,Email,HR Ops,Closed,7.5,48,No,0,4.6,280,2100.0,Nov,11,Q4,Monday
OPS-103692,2025-11-21,Procurement,Pune,Employee Query,Low,Email,HR Ops,Escalated,6.6,48,No,2,4.2,320,2112.0,Nov,11,Q4,Friday
OPS-100872,2025-12-03,Customer Support,Mumbai,Vendor Query,Medium,Teams,Finance Ops,Closed,6.0,24,No,1,4.5,350,2100.0,Dec,12,Q4,Wednesday
OPS-103404,2025-03-08,Operations,Gurugram,Report Request,Low,Email,Finance Ops,Closed,15.4,48,No,1,4.5,320,4928.0,Mar,3,Q1,Saturday
OPS-104024,2025-06-09,Sales,Bengaluru,Access Request,Medium,Portal,Finance Ops,Closed,20.4,24,No,2,3.9,450,9180.0,Jun,6,Q2,Monday
OPS-102875,2025-06-14,Operations,Bengaluru,Employee Query,High,Email,Finance Ops,Pending,9.3,12,No,0,4.4,350,3255.0,Jun,6,Q2,Saturday
OPS-101099,2025-10-30,Customer Support,Hyderabad,Access Request,Critical,Phone,Finance Ops,Closed,7.3,4,Yes,1,4.5,280,2044.0,Oct,10,Q4,Thursday
OPS-100296,2025-07-27,Finance,Bengaluru,Vendor Query,Low,Portal,HR Ops,Closed,13.5,48,No,2,3.9,280,3780.0,Jul,7,Q3,Sunday
OPS-102845,2025-07-01,IT,Noida,Report Request,Low,Email,Finance Ops,Closed,7.9,48,No,0,4.7,350,2765.0,Jul,7,Q3,Tuesday
OPS-103885,2025-01-26,HR,Bengaluru,Compliance Request,Medium,Email,IT Support,Closed,8.8,24,No,0,4.6,280,2464.0,Jan,1,Q1,Sunday
OPS-103427,2025-05-14,IT,Mumbai,Report Request,Critical,Teams,MIS,Closed,3.8,4,No,1,4.4,450,1710.0,May,5,Q2,Wednesday
OPS-102087,2025-06-25,Customer Support,Hyderabad,Invoice Query,High,Email,MIS,Closed,11.4,12,No,1,4.5,280,3192.0,Jun,6,Q2,Wednesday
OPS-104291,2025-01-14,IT,Chennai,Report Request,Medium,Email,Finance Ops,Closed,9.5,24,No,0,4.3,280,2660.0,Jan,1,Q1,Tuesday
OPS-103264,2025-11-03,Procurement,Noida,Data Correction,Medium,Portal,Finance Ops,Escalated,14.8,24,No,1,4.7,280,4144.0,Nov,11,Q4,Monday
OPS-100398,2025-03-04,Finance,Bengaluru,Vendor Query,Medium,Email,IT Support,Closed,5.2,24,No,1,4.5,280,1456.0,Mar,3,Q1,Tuesday
OPS-100855,2025-02-03,IT,Gurugram,Data Correction,High,Teams,HR Ops,Closed,2.6,12,No,0,4.7,450,1170.0,Feb,2,Q1,Monday
OPS-102934,2025-01-20,Procurement,Mumbai,Data Correction,Medium,Email,Finance Ops,Closed,7.0,24,No,0,5.0,320,2240.0,Jan,1,Q1,Monday
OPS-102081,2025-07-11,Sales,Gurugram,Access Request,Low,Portal,MIS,Closed,9.6,48,No,0,5.0,350,3360.0,Jul,7,Q3,Friday
OPS-100019,2025-09-15,Customer Support,Noida,Employee Query,High,Email,Vendor Management,Closed,37.2,12,Yes,0,3.4,350,13020.0,Sep,9,Q3,Monday
OPS-104859,2025-03-15,Sales,Noida,Compliance Request,Low,Email,Vendor Management,Closed,4.3,48,No,0,4.4,450,1935.0,Mar,3,Q1,Saturday
OPS-103149,2025-02-10,IT,Bengaluru,Compliance Request,Medium,Teams,Finance Ops,Closed,4.1,24,No,0,4.7,350,1435.0,Feb,2,Q1,Monday
OPS-103502,2025-05-27,Customer Support,Bengaluru,Compliance Request,Low,Email,IT Support,Closed,4.0,48,No,1,4.7,400,1600.0,May,5,Q2,Tuesday
OPS-101253,2025-11-09,Operations,Pune,Report Request,Low,Email,MIS,Closed,3.5,48,No,1,4.3,280,980.0,Nov,11,Q4,Sunday
OPS-100196,2025-04-23,Customer Support,Pune,Access Request,High,Email,Vendor Management,Closed,10.5,12,No,0,4.9,400,4200.0,Apr,4,Q2,Wednesday
OPS-104873,2025-02-20,Finance,Mumbai,Report Request,Medium,Teams,Finance Ops,Closed,11.3,24,No,0,4.3,320,3616.0,Feb,2,Q1,Thursday
OPS-100204,2025-03-22,Sales,Bengaluru,Invoice Query,Low,Portal,Vendor Management,Closed,15.1,48,No,0,3.5,280,4228.0,Mar,3,Q1,Saturday
OPS-100293,2025-07-13,Operations,Hyderabad,System Issue,Medium,Portal,Finance Ops,Closed,11.2,24,No,0,4.0,400,4480.0,Jul,7,Q3,Sunday
OPS-101346,2025-06-14,Operations,Mumbai,,Low,Teams,HR Ops,Closed,6.2,48,No,0,5.0,280,1736.0,Jun,6,Q2,Saturday
OPS-102162,2025-11-30,Customer Support,Hyderabad,Vendor Query,Medium,Phone,MIS,Closed,5.2,24,No,1,4.5,280,1456.0,Nov,11,Q4,Sunday
OPS-102590,2025-06-13,IT,Chennai,Employee Query,High,Email,Vendor Management,Closed,10.9,12,No,0,5.0,350,3815.0,Jun,6,Q2,Friday
OPS-104154,2025-01-22,Procurement,Mumbai,Report Request,Medium,Teams,IT Support,Closed,8.9,24,No,1,4.1,400,3560.0,Jan,1,Q1,Wednesday
OPS-102816,2025-05-06,IT,Mumbai,Vendor Query,Medium,Email,Vendor Management,Closed,18.5,24,No,0,4.3,280,5180.0,May,5,Q2,Tuesday
OPS-104360,2025-11-05,IT,Chennai,Report Request,Low,Portal,MIS,Closed,18.5,48,No,1,4.6,400,7400.0,Nov,11,Q4,Wednesday
OPS-104131,2025-07-31,HR,Mumbai,Vendor Query,Low,Phone,Finance Ops,Closed,8.5,48,No,2,3.6,400,3400.0,Jul,7,Q3,Thursday
OPS-101630,2025-09-19,IT,Gurugram,Access Request,High,Email,MIS,Closed,2.9,12,No,2,4.2,280,812.0,Sep,9,Q3,Friday
OPS-102735,2025-12-02,HR,Gurugram,Data Correction,Medium,Teams,Finance Ops,Closed,6.6,24,No,0,5.0,400,2640.0,Dec,12,Q4,Tuesday
OPS-100005,2025-03-13,Operations,Pune,Employee Query,High,Teams,Finance Ops,Closed,44.5,12,Yes,0,3.4,320,14240.0,Mar,3,Q1,Thursday
OPS-100176,2025-10-10,Customer Support,Gurugram,Data Correction,Medium,Portal,Vendor Management,Closed,13.4,24,No,1,4.3,350,4690.0,Oct,10,Q4,Friday
OPS-100413,2025-02-22,Operations,Bengaluru,Compliance Request,Medium,Email,,Closed,6.6,24,No,0,4.5,320,2112.0,Feb,2,Q1,Saturday
OPS-103670,2025-10-17,HR,Mumbai,Data Correction,Low,Email,Vendor Management,Closed,3.4,48,No,1,4.8,400,1360.0,Oct,10,Q4,Friday
OPS-101991,2025-10-11,Customer Support,Chennai,Vendor Query,Low,Email,Finance Ops,Closed,9.7,48,No,2,4.0,280,2716.0,Oct,10,Q4,Saturday
OPS-101431,2025-02-26,IT,Hyderabad,Data Correction,Low,Email,Vendor Management,Closed,8.4,48,No,0,5.0,320,2688.0,Feb,2,Q1,Wednesday
OPS-101941,2025-10-09,IT,Bengaluru,System Issue,Low,Teams,IT Support,Escalated,57.0,48,Yes,2,2.9,450,25650.0,Oct,10,Q4,Thursday
OPS-103980,2025-12-28,Procurement,Hyderabad,Data Correction,Medium,Email,Finance Ops,Closed,12.3,24,No,0,5.0,280,3444.0,Dec,12,Q4,Sunday
OPS-100024,2025-06-10,Customer Support,Chennai,Invoice Query,High,Portal,Finance Ops,Closed,12.6,12,Yes,0,4.4,450,5670.0,Jun,6,Q2,Tuesday
OPS-104488,2025-05-09,Operations,Noida,Employee Query,Medium,Email,IT Support,Pending,12.3,24,No,0,4.1,320,3936.0,May,5,Q2,Friday
OPS-102293,2025-09-16,IT,Bengaluru,Vendor Query,High,Portal,Finance Ops,Closed,12.9,12,Yes,0,4.1,320,4128.0,Sep,9,Q3,Tuesday
OPS-103572,2025-04-23,HR,Mumbai,Vendor Query,Medium,Teams,MIS,Closed,4.9,24,No,0,5.0,450,2205.0,Apr,4,Q2,Wednesday
OPS-104132,2025-01-03,Finance,Chennai,Compliance Request,Medium,Portal,Finance Ops,Closed,8.1,24,No,0,4.9,350,2835.0,Jan,1,Q1,Friday
OPS-102075,2025-02-22,Finance,Gurugram,Vendor Query,High,Phone,MIS,Closed,7.3,12,No,0,4.6,280,2044.0,Feb,2,Q1,Saturday
OPS-100421,2025-12-16,Operations,Hyderabad,Employee Query,Medium,Email,IT Support,Closed,13.9,24,No,1,4.1,280,3892.0,Dec,12,Q4,Tuesday
OPS-100960,2025-01-31,Sales,Noida,System Issue,Low,Phone,Finance Ops,Closed,3.9,48,No,2,4.5,280,1092.0,Jan,1,Q1,Friday
OPS-100603,2025-03-15,Finance,Gurugram,Employee Query,Low,Email,HR Ops,Closed,11.3,48,No,0,4.3,400,4520.0,Mar,3,Q1,Saturday
OPS-101792,2025-07-24,IT,Chennai,Report Request,High,Teams,HR Ops,Closed,9.6,12,No,0,4.7,350,3360.0,Jul,7,Q3,Thursday
OPS-104124,2025-12-23,HR,Chennai,Report Request,Low,Email,MIS,Closed,4.4,48,No,1,4.6,450,1980.0,Dec,12,Q4,Tuesday
OPS-100830,2025-12-26,Procurement,Bengaluru,Report Request,Medium,Email,HR Ops,Pending,13.8,24,No,0,4.2,320,4416.0,Dec,12,Q4,Friday
OPS-102564,2025-12-16,Customer Support,Noida,Data Correction,Medium,Phone,MIS,Closed,23.5,24,No,0,4.0,280,6580.0,Dec,12,Q4,Tuesday
OPS-104735,2025-10-19,Procurement,Hyderabad,Report Request,Medium,Portal,IT Support,Closed,12.2,24,No,0,5.0,450,5490.0,Oct,10,Q4,Sunday
OPS-103992,2025-04-03,HR,Noida,Data Correction,Medium,Email,MIS,Closed,4.6,24,No,0,4.7,450,2070.0,Apr,4,Q2,Thursday
OPS-103137,2025-10-13,Sales,Chennai,Data Correction,Low,Email,Vendor Management,Closed,8.9,48,No,1,4.3,320,2848.0,Oct,10,Q4,Monday
OPS-103979,2025-05-21,Finance,Hyderabad,Employee Query,High,Portal,MIS,Closed,14.6,12,Yes,1,4.7,320,4672.0,May,5,Q2,Wednesday
OPS-102529,2025-10-04,Customer Support,Mumbai,Vendor Query,High,Email,Vendor Management,Closed,4.1,12,No,0,4.7,280,1148.0,Oct,10,Q4,Saturday
OPS-101577,2025-08-04,Finance,Gurugram,Report Request,Low,Email,Vendor Management,Closed,14.2,48,No,1,4.7,350,4970.0,Aug,8,Q3,Monday
OPS-100583,2025-05-31,HR,Pune,Data Correction,Medium,Portal,Vendor Management,Closed,31.9,24,Yes,0,4.1,450,14355.0,May,5,Q2,Saturday
OPS-104319,2025-09-23,Operations,Pune,Data Correction,Critical,Portal,Finance Ops,Closed,0.6,4,No,0,4.5,280,168.0,Sep,9,Q3,Tuesday
OPS-102791,2025-02-19,HR,Noida,Data Correction,Medium,,Vendor Management,Closed,15.9,24,No,0,4.8,450,7155.0,Feb,2,Q1,Wednesday
OPS-102634,2025-08-12,Operations,Bengaluru,Data Correction,Medium,Teams,Vendor Management,Closed,1.7,24,No,0,5.0,350,595.0,Aug,8,Q3,Tuesday
OPS-101227,2025-01-19,Customer Support,Hyderabad,Vendor Query,Low,Email,MIS,Closed,13.3,48,No,0,4.8,280,3724.0,Jan,1,Q1,Sunday
OPS-100698,2025-08-08,Procurement,Chennai,Access Request,Medium, E-mail,HR Ops,Closed,8.4,24,No,0,4.9,280,2352.0,Aug,8,Q3,Friday
OPS-104493,2025-04-12,Finance,Chennai,Employee Query,Medium,Portal,HR Ops,Closed,8.9,24,No,0,4.7,450,4005.0,Apr,4,Q2,Saturday
OPS-103515,2025-08-04,Procurement,Hyderabad,Access Request,Medium,Email,IT Support,Closed,7.6,24,No,0,4.7,350,2660.0,Aug,8,Q3,Monday
OPS-101486,2025-01-15,IT,Gurugram,System Issue,High,Email,IT Support,Closed,13.0,12,Yes,0,4.0,450,5850.0,Jan,1,Q1,Wednesday
OPS-100455,2025-08-25,Procurement,Pune,Compliance Request,High,Teams,MIS,Closed,17.7,12,Yes,0,4.8,400,7080.0,Aug,8,Q3,Monday
OPS-103770,2025-01-03,HR,Pune,System Issue,Low,Teams,HR Ops,Closed,3.3,48,No,0,5.0,400,1320.0,Jan,1,Q1,Friday
OPS-103029,2025-07-30,IT,Bengaluru,Employee Query,Medium,Teams,Finance Ops,Closed,11.9,24,No,1,3.9,320,3808.0,Jul,7,Q3,Wednesday
OPS-102130,2025-04-27,Finance,Bengaluru,Report Request,Medium,Portal,HR Ops,Closed,11.2,24,No,0,4.4,320,3584.0,Apr,4,Q2,Sunday
OPS-101677,2025-12-26,Finance,Hyderabad,Compliance Request,Low,Portal,Vendor Management,Closed,7.1,48,No,1,4.7,450,3195.0,Dec,12,Q4,Friday
OPS-100862,2025-02-16,IT,Mumbai,Compliance Request,Medium,Portal,Vendor Management,Closed,11.3,24,No,1,4.2,450,5085.0,Feb,2,Q1,Sunday
OPS-100502,2025-09-15,Procurement,Gurugram,Employee Query,Medium,Email,MIS,Closed,5.2,24,No,2,4.1,350,1820.0,Sep,9,Q3,Monday
OPS-104327,2025-03-15,Operations,Chennai,Access Request,Low,Email,Vendor Management,Escalated,16.3,48,No,2,4.1,450,7335.0,Mar,3,Q1,Saturday
OPS-102100,2025-10-06,Operations,Gurugram,Report Request,Low,Email,MIS,Closed,38.3,48,No,0,4.2,320,12256.0,Oct,10,Q4,Monday
OPS-104647,2025-08-21,HR,Gurugram,Vendor Query,Low,Email,Vendor Management,Closed,12.1,48,No,0,4.0,350,4235.0,Aug,8,Q3,Thursday
OPS-104579,2025-07-25,HR,Noida,Employee Query,Low,Portal,Finance Ops,Closed,3.3,48,No,0,5.0,450,1485.0,Jul,7,Q3,Friday
OPS-104241,2025-11-16,HR,Hyderabad,Data Correction,Medium,Email,Vendor Management,Closed,14.3,24,No,1,4.3,450,6435.0,Nov,11,Q4,Sunday
OPS-104695,2025-05-12,Procurement,Mumbai,System Issue,Low,Phone,Vendor Management,Closed,9.2,48,No,2,4.0,400,3680.0,May,5,Q2,Monday
OPS-101801,2025-02-01,Sales,Bengaluru,Invoice Query,High,Email,IT Support,Closed,7.1,12,No,0,4.3,320,2272.0,Feb,2,Q1,Saturday
OPS-101191,2025-01-25,Operations,Noida,Compliance Request,Low,Email,Vendor Management,Closed,8.3,48,No,1,4.9,400,3320.0,Jan,1,Q1,Saturday
OPS-101367,2025-03-05,IT,Noida,Access Request,Low,Teams,MIS,Closed,18.4,48,No,0,4.9,280,5152.0,Mar,3,Q1,Wednesday
OPS-103612,2025-12-24,Procurement,Hyderabad,Report Request,Medium,Teams,Finance Ops,Closed,12.0,24,No,0,4.9,280,3360.0,Dec,12,Q4,Wednesday
OPS-103528,2025-06-12,Procurement,Gurugram,Data Correction,High,Portal,HR Ops,Closed,5.9,12,No,2,4.3,450,2655.0,Jun,6,Q2,Thursday
OPS-102307,2025-05-30,IT,Mumbai,Compliance Request,Low,Portal,IT Support,Closed,25.1,48,No,0,4.3,400,10040.0,May,5,Q2,Friday
OPS-101295,2025-07-14,IT,Mumbai,Compliance Request,Medium,Portal,Vendor Management,Closed,14.9,24,No,2,3.5,350,5215.0,Jul,7,Q3,Monday
OPS-104208,2025-03-04,Finance,Hyderabad,Employee Query,Low,Email,MIS,Closed,7.3,48,No,1,4.5,280,2044.0,Mar,3,Q1,Tuesday
OPS-102868,2025-07-22,Operations,Pune,Vendor Query,Medium,Portal,Vendor Management,Closed,11.3,24,No,0,4.8,320,3616.0,Jul,7,Q3,Tuesday
OPS-103020,2025-12-19,Customer Support,Noida,Access Request,Medium,Email,HR Ops,Closed,11.0,24,No,0,4.8,350,3850.0,Dec,12,Q4,Friday
OPS-104496,2025-05-13,IT,Pune,Report Request,Critical,Teams,IT Support,Closed,5.3,4,Yes,0,5.0,280,1484.0,May,5,Q2,Tuesday
OPS-100217,2025-06-21,Customer Support,Hyderabad,Vendor Query,Low,Portal,HR Ops,Pending,27.2,48,No,1,4.2,280,7616.0,Jun,6,Q2,Saturday
OPS-103302,2025-06-10,Operations,Chennai,Access Request,Low,Email,IT Support,Escalated,44.9,48,No,1,3.6,350,15715.0,Jun,6,Q2,Tuesday
OPS-104445,2025-04-17,Sales,Pune,Employee Query,High,,Vendor Management,Closed,11.7,12,No,0,4.4,350,4095.0,Apr,4,Q2,Thursday
OPS-103837,2025-01-07,Sales,Bengaluru,Data Correction,High,Email,IT Support,Closed,16.1,12,Yes,0,5.0,400,6440.0,Jan,1,Q1,Tuesday
OPS-100494,2025-04-06,Procurement,Chennai,Compliance Request,Medium,Portal,MIS,Closed,20.4,24,No,1,4.0,280,5712.0,Apr,4,Q2,Sunday
OPS-100473,2025-08-26,Procurement,Hyderabad,Data Correction,Low,Teams,Vendor Management,Closed,11.2,48,No,2,4.5,450,5040.0,Aug,8,Q3,Tuesday
OPS-101652,2025-05-13,HR,Hyderabad,Data Correction,Medium,Email,HR Ops,Closed,18.1,24,No,0,4.7,450,8145.0,May,5,Q2,Tuesday
OPS-102358,2025-06-29,Sales,Bengaluru,System Issue,High,Email,MIS,Closed,11.3,12,No,0,4.5,400,4520.0,Jun,6,Q2,Sunday
OPS-101755,2025-01-12,Procurement,Pune,Compliance Request,High,Phone,IT Support,Closed,7.9,12,No,1,4.5,280,2212.0,Jan,1,Q1,Sunday
OPS-100997,2025-10-20,Customer Support,Bengaluru,Vendor Query,Low,Teams,HR Ops,Pending,8.2,48,No,1,4.5,400,3280.0,Oct,10,Q4,Monday
OPS-103759,2025-04-10,IT,Mumbai,Data Correction,Medium,Email,Vendor Management,Closed,11.4,24,No,0,4.8,400,4560.0,Apr,4,Q2,Thursday
OPS-104285,2025-10-16,Customer Support,Bengaluru,Access Request,Low,Email,HR Ops,Pending,17.8,48,No,0,4.2,350,6230.0,Oct,10,Q4,Thursday
OPS-104265,2025-05-06,HR,Chennai,Data Correction,Low,Portal,Vendor Management,Closed,3.6,48,No,1,4.6,320,1152.0,May,5,Q2,Tuesday
OPS-101861,2025-03-25,IT,Mumbai,Data Correction,Medium,Portal,HR Ops,Escalated,27.5,24,Yes,1,4.2,280,7700.0,Mar,3,Q1,Tuesday
OPS-102322,2025-01-03,Customer Support,Pune,Vendor Query,Low,Portal,MIS,Pending,8.6,48,No,1,4.2,350,3010.0,Jan,1,Q1,Friday
OPS-102356,2025-11-27,Finance,Gurugram,Invoice Query,Medium,Email,MIS,Pending,1.7,24,No,1,4.4,280,476.0,Nov,11,Q4,Thursday
OPS-100887,2025-01-28,Operations,Mumbai,Vendor Query,Low,Email,MIS,Closed,12.0,48,No,0,4.6,400,4800.0,Jan,1,Q1,Tuesday
OPS-100397,2025-07-05,Procurement,Chennai,Compliance Request,Medium,Phone,IT Support,Pending,15.5,24,No,0,4.7,400,6200.0,Jul,7,Q3,Saturday
OPS-102217,2025-03-09,HR,Gurugram,System Issue,Low,Teams,Vendor Management,Closed,5.1,48,No,0,4.6,320,1632.0,Mar,3,Q1,Sunday
OPS-100626,2025-05-12,Operations,Gurugram,System Issue,High,Email,MIS,Closed,13.7,12,Yes,1,4.1,400,5480.0,May,5,Q2,Monday
OPS-104198,2025-06-18,Finance,Mumbai,Invoice Query,Low,Phone,IT Support,Pending,19.6,48,No,1,4.0,350,6860.0,Jun,6,Q2,Wednesday
OPS-102381,2025-12-02,Procurement,Noida,System Issue,Critical,Portal,Finance Ops,Closed,10.6,4,Yes,0,4.5,450,4770.0,Dec,12,Q4,Tuesday
OPS-104426,2025-04-04,Operations,Pune,System Issue,Medium,Teams,Finance Ops,Closed,5.3,24,No,1,,320,1696.0,Apr,4,Q2,Friday
OPS-100380,2025-11-12,Operations,Mumbai,Access Request,Low,Email,MIS,Closed,30.0,48,No,1,3.8,320,9600.0,Nov,11,Q4,Wednesday
OPS-104870,2025-07-16,Operations,Bengaluru,Access Request,Low,Email,Finance Ops,Closed,4.4,48,No,1,4.4,450,1980.0,Jul,7,Q3,Wednesday
OPS-102142,2025-12-09,Customer Support,Chennai,Data Correction,Low,Email,IT Support,Closed,12.6,48,No,0,4.2,400,5040.0,Dec,12,Q4,Tuesday
OPS-104899,2025-11-23,HR,Gurugram,Invoice Query,Medium,Email,IT Support,Closed,21.1,24,No,0,5.0,280,5908.0,Nov,11,Q4,Sunday
OPS-104330,2025-06-03,HR,Chennai,Invoice Query,High,Portal,Finance Ops,Closed,7.8,12,No,0,5.0,450,3510.0,Jun,6,Q2,Tuesday
OPS-102965,2025-09-25,Procurement,Noida,Data Correction,High,Portal,MIS,Closed,7.9,12,No,0,4.7,280,2212.0,Sep,9,Q3,Thursday
OPS-100150,2025-01-29,Operations,Pune,Data Correction,Medium,Email,MIS,Closed,34.1,24,Yes,1,3.8,400,13640.0,Jan,1,Q1,Wednesday
OPS-103071,2025-05-04,Procurement,Bengaluru,System Issue,Medium,Portal,HR Ops,Closed,3.0,24,No,0,4.3,280,840.0,May,5,Q2,Sunday
OPS-102241,2025-01-11,Finance,Mumbai,System Issue,Medium,Email,HR Ops,Closed,13.1,24,No,0,4.3,450,5895.0,Jan,1,Q1,Saturday
OPS-100722,2025-04-29,Operations,Mumbai,Employee Query,Medium,Email,MIS,Closed,7.4,24,No,0,4.4,320,2368.0,Apr,4,Q2,Tuesday
OPS-102411,2025-03-09,HR,Chennai,System Issue,Low,Teams,MIS,Closed,4.8,48,No,0,4.5,280,1344.0,Mar,3,Q1,Sunday
OPS-100431,2025-05-27,IT,Chennai,Report Request,Low,Portal,IT Support,Escalated,26.7,48,No,2,3.3,280,7476.0,May,5,Q2,Tuesday
OPS-102490,2025-12-04,Procurement,Chennai,Report Request,Low,Email,Vendor Management,Escalated,10.5,48,No,1,4.7,400,4200.0,Dec,12,Q4,Thursday
OPS-104315,2025-08-07,IT,Mumbai,Compliance Request,Low,Email,HR Ops,Closed,1.6,48,No,0,5.0,400,640.0,Aug,8,Q3,Thursday
OPS-101106,2025-05-16,Sales,Gurugram,Access Request,Medium,Portal,IT Support,Closed,9.1,24,No,1,4.4,450,4095.0,May,5,Q2,Friday
OPS-101362,2025-11-05,Procurement,Pune,Data Correction,High,Email,Finance Ops,Closed,16.1,12,Yes,0,4.8,320,5152.0,Nov,11,Q4,Wednesday
OPS-101581,2025-09-26,Sales,Gurugram,Report Request,Low,Portal,Vendor Management,Closed,3.8,48,No,0,5.0,450,1710.0,Sep,9,Q3,Friday
OPS-103437,2025-10-05,Sales,Hyderabad,Report Request,Low,Email,IT Support,Closed,16.4,48,No,0,5.0,280,4592.0,Oct,10,Q4,Sunday
OPS-101052,2025-02-11,Customer Support,Gurugram,Report Request,Medium,Email,IT Support,Pending,4.6,24,No,0,5.0,350,1610.0,Feb,2,Q1,Tuesday
OPS-102884,2025-12-11,IT,Mumbai,System Issue,Low,Phone,Finance Ops,Escalated,31.6,48,No,2,4.4,280,8848.0,Dec,12,Q4,Thursday
OPS-103112,2025-03-25,Customer Support,Mumbai,Report Request,Medium,Email,MIS,Closed,8.1,24,No,1,4.1,350,2835.0,Mar,3,Q1,Tuesday
OPS-101556,2025-08-14,IT,Chennai,Compliance Request,Medium,Portal,IT Support,Escalated,25.3,24,Yes,2,3.8,400,10120.0,Aug,8,Q3,Thursday
OPS-104588,2025-03-13,Procurement,Gurugram,Invoice Query,Medium,Email,IT Support,Closed,15.2,24,No,0,4.6,280,4256.0,Mar,3,Q1,Thursday
OPS-104898,2025-03-05,Procurement,Noida,Report Request,Low,Phone,HR Ops,Closed,10.7,48,No,0,5.0,320,3424.0,Mar,3,Q1,Wednesday
OPS-100360,2025-06-23,Customer Support,Mumbai,System Issue,Medium,Email,MIS,Escalated,16.5,24,No,2,4.2,450,7425.0,Jun,6,Q2,Monday
